485
0.16808, 0.78074
0.663, 0.53508
0.20372, 0.15975
0.28555, 0.65457
0.92511, 0.57782
0.72676, 0.4932
0.02338, 0.43785
0.09136, 0.33879
0.9674, 0.31895
0.87074, 0.44048
0.53269, 0.47918
0.30358, 0.17139
0.47732, 0.82249
0.95074, 0.94321
0.6075, 0.10394
0.18647, 0.24195
0.19149, 0.30287
0.39618, 0.84682
0.94565, 0.95393
0.57862, 0.66667
0.17273, 0.31773
0.16913, 0.35515
0.39477, 0.93306
0.38793, 0.13091
0.46051, 0.95729
0.51462, 0.31413
0.21815, 0.63848
0.23384, 0.75066
0.98572, 0.21474
0.29056, 0.62204
0.4715, 0.65501
0.39637, 0.24876
0.1899, 0.17462
0.46693, 0.49357
0.28582, 0.76517
0.71051, 0.47231
0.34586, 0.27638
0.35242, 0.99788
0.59271, 0.55612
0.55779, 0.1821
0.41893, 0.22787
0.7597, 0.61286
0.65163, 0.47715
0.45916, 0.25983
0.40915, 0.13381
0.87196, 0.27702
0.07044, 0.57905
0.19447, 0.49734
0.45566, 0.48409
0.60222, 0.62065
0.6304, 0.54946
0.90039, 0.59658
0.14439, 0.31635
0.70409, 0.83107
0.33772, 0.88609
0.42126, 0.62301
0.71655, 0.63304
0.67054, 0.84381
0.01574, 0.84968
0.43317, 0.93213
0.02215, 0.79454
0.41659, 0.96905
0.16973, 0.41212
0.39255, 0.09683
0.74891, 0.17782
0.16991, 0.99368
0.45311, 0.94484
0.39053, 0.42148
0.96427, 0.27881
0.86281, 0.7806
0.61263, 0.45349
0.26682, 0.56239
0.52733, 0.28569
0.58686, 0.22811
0.4275, 0.87497
0.07938, 0.56738
0.51802, 0.79609
0.9031, 0.58737
0.15011, 0.70746
0.62255, 0.03373
0.41446, 0.39738
0.54174, 0.81135
0.35848, 0.48458
0.0538, 0.90894
0.32714, 0.49346
0.28044, 0.34414
0.43343, 0.22222
0.09371, 0.67436
0.41985, 0.48061
0.25442, 0.74725
0.04892, 0.16931
0.12645, 0.75547
0.13242, 0.47008
0.28091, 0.14405
0.45995, 0.00908
0.38265, 0.42834
0.48629, 0.17473
0.77857, 0.73461
0.66473, 0.096
0.64114, 0.41863
0.9004, 0.92375
0.00018, 0.10893
0.05974, 0.08029
0.24533, 0.51081
0.24891, 0.28289
0.01939, 0.29372
0.85275, 0.36882
0.4833, 0.4558
0.51004, 0.8855
0.3869, 0.01036
0.56363, 0.13143
0.87945, 0.04177
0.78088, 0.0794
0.44213, 0.03979
0.44842, 0.75986
0.87467, 0.19674
0.31776, 0.21974
0.23427, 0.61036
0.56036, 0.37594
0.36974, 0.33822
0.34611, 0.12899
0.26896, 0.84829
0.78805, 0.38045
0.08133, 0.66407
0.76789, 0.15568
0.77857, 0.87657
0.77416, 0.55617
0.35506, 0.6382
0.5986, 0.10347
0.0094, 0.15977
0.10644, 0.54572
0.4404, 0.31936
0.04337, 0.08744
0.48647, 0.92846
0.78478, 0.99895
0.67765, 0.57874
0.12573, 0.40038
0.36429, 0.66697
0.23332, 0.54538
0.34623, 0.3121
0.46142, 0.01656
0.42674, 0.03913
0.07746, 0.65985
0.37679, 0.15616
0.72285, 0.51498
0.95998, 0.28517
0.99769, 0.71006
0.55464, 0.6679
0.85485, 0.58953
0.79252, 0.72244
0.85005, 0.43394
0.99008, 0.93969
0.06613, 0.73291
0.00246, 0.77131
0.98045, 0.9642
0.24532, 0.52432
0.27453, 0.09204
0.60258, 0.73363
0.90429, 0.25184
0.38301, 0.39088
0.92284, 0.07696
0.99003, 0.27378
0.26627, 0.60113
0.13307, 0.88827
0.87157, 0.47841
0.66148, 0.62824
0.07318, 0.46901
0.89578, 0.69529
0.83252, 0.70641
0.22856, 0.994
0.59907, 0.22253
0.80992, 0.90193
0.52586, 0.61527
0.49894, 0.05117
0.51941, 0.84745
0.72219, 0.64317
0.38223, 0.14367
0.1954, 0.71648
0.39748, 0.49969
0.25363, 0.32243
0.94371, 0.06424
0.66806, 0.00452
0.31148, 0.82678
0.53473, 0.66102
0.60694, 0.41428
0.19378, 0.28891
0.29296, 0.2486
0.09111, 0.78641
0.60607, 0.83307
0.52332, 0.01276
0.22267, 0.74543
0.529, 0.2411
0.07627, 0.35323
0.99125, 0.2192
0.17403, 0.43919
0.79348, 0.97293
0.26376, 0.18813
0.33509, 0.35069
0.60216, 0.91562
0.50202, 0.87209
0.41834, 0.88004
0.20403, 0.68004
0.77878, 0.21899
0.18506, 0.77957
0.06775, 0.89384
0.73851, 0.05201
0.64417, 0.06981
0.22486, 0.11487
0.88747, 0.89063
0.86319, 0.56503
0.69331, 0.87219
0.57514, 0.77938
0.38653, 0.94788
0.62739, 0.36655
0.84879, 0.76911
0.0418, 0.99913
0.2844, 0.36274
0.92066, 0.5931
0.78036, 0.41044
0.91428, 0.29541
0.34386, 0.17653
0.69377, 0.35634
0.24773, 0.84181
0.86227, 0.23239
0.58802, 0.377
